,DonorID,Age,Gender,Location,JoinDate,DonationID,DonationDate,Amount,CampaignID,CampaignName,StartDate,EndDate,TargetAmount,ActualAmount,Channel,Date,EngagementOutcome,ImpactType,Value,Cost
3101,DNR00031,61,Other,QLD,2021-02-12 22:59:27.552825,DNT005898,2020-01-31,68.35,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,2/08/2022,Bounced,Workshops Delivered,31.0,100.0
3106,DNR00031,61,Other,QLD,2021-02-12 22:59:27.552825,DNT014798,2016-08-28,94.74,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,2/08/2022,Bounced,Workshops Delivered,40.0,100.0
3111,DNR00031,61,Other,QLD,2021-02-12 22:59:27.552825,DNT017247,2024-03-15,396.8,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,2/08/2022,Bounced,Workshops Delivered,25.0,100.0
3116,DNR00032,34,Other,NSW,2023-02-26 22:59:27.552825,DNT004849,2016-07-08,433.27,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,24/01/2023,Not Reached,Workshops Delivered,31.0,100.0
3131,DNR00032,34,Other,NSW,2023-02-26 22:59:27.552825,DNT011904,2015-07-11,137.34,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,24/01/2023,Not Reached,Workshops Delivered,31.0,100.0
3146,DNR00032,34,Other,NSW,2023-02-26 22:59:27.552825,DNT014161,2020-01-20,18.02,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,24/01/2023,Not Reached,Workshops Delivered,85.0,100.0
3161,DNR00032,34,Other,NSW,2023-02-26 22:59:27.552825,DNT014941,2022-12-31,94.92,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,24/01/2023,Not Reached,Workshops Delivered,19.0,100.0
3176,DNR00033,76,Male,VIC,2018-01-23 22:59:27.552825,DNT000874,2022-05-18,35.3,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,27/07/2022,Bounced,Workshops Delivered,25.0,100.0
3191,DNR00033,76,Male,VIC,2018-01-23 22:59:27.552825,DNT002642,2016-08-25,35.78,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,27/07/2022,Bounced,Workshops Delivered,40.0,100.0
3206,DNR00033,76,Male,VIC,2018-01-23 22:59:27.552825,DNT007818,2022-12-29,107.42,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,27/07/2022,Bounced,Workshops Delivered,24.0,100.0
3221,DNR00033,76,Male,VIC,2018-01-23 22:59:27.552825,DNT017422,2015-03-18,20.36,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,27/07/2022,Bounced,Workshops Delivered,40.0,100.0
3236,DNR00034,58,Other,NT,2023-10-02 22:59:27.552825,DNT015397,2018-08-21,235.53,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,14/09/2022,Engaged,Workshops Delivered,25.0,100.0
3261,DNR00034,58,Other,NT,2023-10-02 22:59:27.552825,DNT016599,2015-03-03,440.75,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,14/09/2022,Engaged,Workshops Delivered,37.0,100.0
3286,DNR00035,29,Female,NT,2015-10-20 22:59:27.552825,DNT003092,2021-01-13,522.54,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,19/10/2022,Engaged,Workshops Delivered,40.0,100.0
3331,DNR00035,29,Female,NT,2015-10-20 22:59:27.552825,DNT008746,2024-02-20,18.46,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,19/10/2022,Engaged,Workshops Delivered,22.0,100.0
3376,DNR00035,29,Female,NT,2015-10-20 22:59:27.552825,DNT009137,2020-10-18,69.59,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,19/10/2022,Engaged,Workshops Delivered,37.0,100.0
3421,DNR00036,72,Other,SA,2019-07-04 22:59:27.552825,DNT003848,2017-02-14,109.09,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,6/11/2022,Bounced,Workshops Delivered,37.0,100.0
3436,DNR00036,72,Other,SA,2019-07-04 22:59:27.552825,DNT009097,2015-10-04,44.18,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,6/11/2022,Bounced,Workshops Delivered,25.0,100.0
3451,DNR00037,52,Female,NSW,2020-01-01 22:59:27.552825,DNT002957,2017-04-25,28.89,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,21/12/2022,Bounced,Workshops Delivered,25.0,100.0
3476,DNR00037,52,Female,NSW,2020-01-01 22:59:27.552825,DNT009313,2018-12-15,52.35,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,21/12/2022,Bounced,Workshops Delivered,25.0,100.0
3501,DNR00038,52,Male,QLD,2020-03-26 22:59:27.552825,DNT000283,2020-03-09,221.54,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,17/10/2022,Not Reached,Workshops Delivered,31.0,100.0
3531,DNR00038,52,Male,QLD,2020-03-26 22:59:27.552825,DNT014734,2015-03-25,36.78,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,17/10/2022,Not Reached,Workshops Delivered,22.0,100.0
3561,DNR00039,18,Male,ACT,2022-12-04 22:59:27.552825,DNT000098,2018-06-29,162.09,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,8/01/2023,Engaged,Workshops Delivered,25.0,100.0
3601,DNR00039,18,Male,ACT,2022-12-04 22:59:27.552825,DNT006744,2022-07-19,185.56,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,8/01/2023,Engaged,Workshops Delivered,19.0,100.0
3641,DNR00039,18,Male,ACT,2022-12-04 22:59:27.552825,DNT011524,2022-06-05,22.09,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,8/01/2023,Engaged,Workshops Delivered,24.0,100.0
3681,DNR00039,18,Male,ACT,2022-12-04 22:59:27.552825,DNT016478,2019-11-30,20.67,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,8/01/2023,Engaged,Workshops Delivered,37.0,100.0
3730,DNR00041,32,Other,VIC,2019-02-24 22:59:27.552825,DNT009922,2016-01-19,634.85,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,11/02/2023,Engaged,Workshops Delivered,25.0,100.0
3735,DNR00041,32,Other,VIC,2019-02-24 22:59:27.552825,DNT011287,2017-12-23,61.51,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,11/02/2023,Engaged,Workshops Delivered,85.0,100.0
3740,DNR00041,32,Other,VIC,2019-02-24 22:59:27.552825,DNT017740,2024-06-03,43.86,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,11/02/2023,Engaged,Workshops Delivered,40.0,100.0
3745,DNR00042,77,Male,ACT,2021-12-08 22:59:27.552825,DNT002817,2017-03-11,429.66,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,16/08/2022,Not Reached,Workshops Delivered,37.0,100.0
3795,DNR00044,47,Male,SA,2018-01-23 22:59:27.552825,DNT000519,2022-11-07,61.15,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,5/08/2022,Not Reached,Workshops Delivered,31.0,100.0
3825,DNR00044,47,Male,SA,2018-01-23 22:59:27.552825,DNT009523,2016-08-19,147.64,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,5/08/2022,Not Reached,Workshops Delivered,40.0,100.0
3855,DNR00044,47,Male,SA,2018-01-23 22:59:27.552825,DNT009601,2022-03-27,18.11,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,5/08/2022,Not Reached,Workshops Delivered,85.0,100.0
3885,DNR00044,47,Male,SA,2018-01-23 22:59:27.552825,DNT015826,2024-11-02,53.01,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,5/08/2022,Not Reached,Workshops Delivered,25.0,100.0
3915,DNR00044,47,Male,SA,2018-01-23 22:59:27.552825,DNT016357,2024-09-13,43.59,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,5/08/2022,Not Reached,Workshops Delivered,25.0,100.0
3945,DNR00045,32,Other,WA,2022-10-27 22:59:27.552825,DNT004341,2020-09-16,318.1,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,19/03/2023,Not Reached,Workshops Delivered,85.0,100.0
3985,DNR00045,32,Other,WA,2022-10-27 22:59:27.552825,DNT006761,2024-09-21,100.75,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,19/03/2023,Not Reached,Workshops Delivered,25.0,100.0
4025,DNR00046,30,Other,QLD,2019-08-02 22:59:27.552825,DNT010715,2023-01-02,208.83,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,22/08/2022,Engaged,Workshops Delivered,22.0,100.0
4050,DNR00046,30,Other,QLD,2019-08-02 22:59:27.552825,DNT013442,2015-11-27,184.8,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,22/08/2022,Engaged,Workshops Delivered,25.0,100.0
4075,DNR00046,30,Other,QLD,2019-08-02 22:59:27.552825,DNT014983,2021-12-14,44.81,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,22/08/2022,Engaged,Workshops Delivered,24.0,100.0
4100,DNR00047,39,Female,SA,2016-10-29 22:59:27.552825,DNT013773,2015-01-01,24.94,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,3/03/2023,Engaged,Workshops Delivered,19.0,100.0
4130,DNR00047,39,Female,SA,2016-10-29 22:59:27.552825,DNT015566,2016-05-14,104.38,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,3/03/2023,Engaged,Workshops Delivered,31.0,100.0
4160,DNR00047,39,Female,SA,2016-10-29 22:59:27.552825,DNT017750,2024-02-12,89.53,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,3/03/2023,Engaged,Workshops Delivered,24.0,100.0
4190,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT000418,2025-01-11,90.34,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,30/08/2022,Engaged,Workshops Delivered,25.0,100.0
4235,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT003926,2020-03-29,42.53,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,30/08/2022,Engaged,Workshops Delivered,27.0,100.0
4280,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT007335,2015-05-14,34.75,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,30/08/2022,Engaged,Workshops Delivered,24.0,100.0
4325,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT011206,2018-12-26,58.86,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,30/08/2022,Engaged,Workshops Delivered,22.0,100.0
4370,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT014908,2017-03-23,137.5,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,30/08/2022,Engaged,Workshops Delivered,37.0,100.0
4415,DNR00048,79,Male,TAS,2015-12-03 22:59:27.552825,DNT016424,2025-04-08,111.6,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,30/08/2022,Engaged,Workshops Delivered,37.0,100.0
4460,DNR00049,45,Female,QLD,2018-11-16 22:59:27.552825,DNT004352,2019-12-26,18.25,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,23/04/2023,Engaged,Workshops Delivered,37.0,100.0
4490,DNR00049,45,Female,QLD,2018-11-16 22:59:27.552825,DNT013772,2015-04-29,231.31,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,23/04/2023,Engaged,Workshops Delivered,25.0,100.0
4520,DNR00049,45,Female,QLD,2018-11-16 22:59:27.552825,DNT014196,2019-02-03,71.47,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,23/04/2023,Engaged,Workshops Delivered,85.0,100.0
4550,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT006880,2022-06-09,105.56,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,21/10/2022,Engaged,Workshops Delivered,19.0,100.0
4565,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT009211,2019-04-05,127.69,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,21/10/2022,Engaged,Workshops Delivered,85.0,100.0
4580,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT011336,2015-08-03,11.18,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,21/10/2022,Engaged,Workshops Delivered,40.0,100.0
4595,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT013007,2025-02-11,223.81,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,21/10/2022,Engaged,Workshops Delivered,24.0,100.0
4610,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT016128,2021-01-31,269.74,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,21/10/2022,Engaged,Workshops Delivered,22.0,100.0
4625,DNR00050,75,Other,ACT,2020-03-15 22:59:27.552825,DNT017029,2020-07-02,190.05,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,21/10/2022,Engaged,Workshops Delivered,85.0,100.0
4640,DNR00051,79,Male,NSW,2020-06-11 22:59:27.552825,DNT010341,2023-10-05,560.38,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,16/08/2023,Bounced,Workshops Delivered,31.0,100.0
4650,DNR00051,79,Male,NSW,2020-06-11 22:59:27.552825,DNT016665,2017-04-21,106.82,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,16/08/2023,Bounced,Workshops Delivered,25.0,100.0
4660,DNR00051,79,Male,NSW,2020-06-11 22:59:27.552825,DNT017585,2019-08-28,36.08,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,16/08/2023,Bounced,Workshops Delivered,31.0,100.0
4670,DNR00052,44,Female,WA,2016-12-17 22:59:27.552825,DNT008781,2015-09-15,18.65,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,11/07/2023,Engaged,Workshops Delivered,37.0,100.0
4700,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT002702,2016-08-28,278.89,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,24/12/2023,Engaged,Workshops Delivered,25.0,100.0
4710,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT004995,2022-10-30,139.6,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,24/12/2023,Engaged,Workshops Delivered,22.0,100.0
4720,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT009377,2017-10-11,104.04,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,24/12/2023,Engaged,Workshops Delivered,85.0,100.0
4730,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT009864,2024-10-22,37.18,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,24/12/2023,Engaged,Workshops Delivered,25.0,100.0
4740,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT011811,2019-06-08,141.17,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,24/12/2023,Engaged,Workshops Delivered,31.0,100.0
4750,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT012589,2023-04-18,22.38,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,24/12/2023,Engaged,Workshops Delivered,27.0,100.0
4760,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT013534,2015-09-14,70.47,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,24/12/2023,Engaged,Workshops Delivered,25.0,100.0
4770,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT013871,2023-06-02,33.95,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,24/12/2023,Engaged,Workshops Delivered,27.0,100.0
4780,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT014088,2019-10-04,79.84,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,24/12/2023,Engaged,Workshops Delivered,40.0,100.0
4790,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT014774,2015-11-24,93.46,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,24/12/2023,Engaged,Workshops Delivered,24.0,100.0
4800,DNR00053,30,Male,ACT,2020-10-15 22:59:27.552825,DNT015817,2019-11-13,61.22,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,24/12/2023,Engaged,Workshops Delivered,40.0,100.0
4810,DNR00054,23,Other,TAS,2022-07-11 22:59:27.552825,DNT011430,2025-03-25,78.94,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,6/12/2024,Engaged,Workshops Delivered,37.0,100.0
4815,DNR00054,23,Other,TAS,2022-07-11 22:59:27.552825,DNT012427,2015-06-13,311.87,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,6/12/2024,Engaged,Workshops Delivered,37.0,100.0
4820,DNR00054,23,Other,TAS,2022-07-11 22:59:27.552825,DNT013389,2020-10-31,181.5,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,6/12/2024,Engaged,Workshops Delivered,25.0,100.0
4825,DNR00055,54,Male,WA,2020-11-09 22:59:27.552825,DNT003403,2021-05-28,65.01,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,14/03/2023,Not Reached,Workshops Delivered,25.0,100.0
4840,DNR00055,54,Male,WA,2020-11-09 22:59:27.552825,DNT011045,2019-06-29,46.67,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,14/03/2023,Not Reached,Workshops Delivered,25.0,100.0
4855,DNR00055,54,Male,WA,2020-11-09 22:59:27.552825,DNT011432,2019-11-06,128.19,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,14/03/2023,Not Reached,Workshops Delivered,37.0,100.0
4870,DNR00055,54,Male,WA,2020-11-09 22:59:27.552825,DNT014872,2020-02-11,51.41,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,14/03/2023,Not Reached,Workshops Delivered,27.0,100.0
4885,DNR00055,54,Male,WA,2020-11-09 22:59:27.552825,DNT016502,2020-04-30,175.2,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,14/03/2023,Not Reached,Workshops Delivered,40.0,100.0
4900,DNR00056,41,Other,NT,2019-11-01 22:59:27.552825,DNT016844,2019-05-16,92.92,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,24/10/2022,Engaged,Workshops Delivered,40.0,100.0
4930,DNR00057,58,Male,NSW,2019-03-24 22:59:27.552825,DNT002075,2019-08-13,34.71,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,16/12/2022,Not Reached,Workshops Delivered,24.0,100.0
4970,DNR00057,58,Male,NSW,2019-03-24 22:59:27.552825,DNT004873,2020-03-07,69.94,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,16/12/2022,Not Reached,Workshops Delivered,27.0,100.0
5010,DNR00057,58,Male,NSW,2019-03-24 22:59:27.552825,DNT009332,2020-08-15,86.91,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,16/12/2022,Not Reached,Workshops Delivered,25.0,100.0
5050,DNR00057,58,Male,NSW,2019-03-24 22:59:27.552825,DNT014293,2015-12-02,21.04,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,16/12/2022,Not Reached,Workshops Delivered,24.0,100.0
5090,DNR00058,75,Female,SA,2015-08-01 22:59:27.552825,DNT005648,2018-02-10,63.93,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,8/08/2022,Bounced,Workshops Delivered,40.0,100.0
5125,DNR00059,66,Male,NSW,2022-05-22 22:59:27.552825,DNT000017,2022-09-19,155.3,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,30/08/2022,Unsubscribed,Workshops Delivered,31.0,100.0
5135,DNR00059,66,Male,NSW,2022-05-22 22:59:27.552825,DNT002486,2015-06-10,50.51,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,30/08/2022,Unsubscribed,Workshops Delivered,31.0,100.0
5145,DNR00059,66,Male,NSW,2022-05-22 22:59:27.552825,DNT006501,2024-06-26,125.43,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,30/08/2022,Unsubscribed,Workshops Delivered,27.0,100.0
5155,DNR00059,66,Male,NSW,2022-05-22 22:59:27.552825,DNT007248,2020-07-08,219.07,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,30/08/2022,Unsubscribed,Workshops Delivered,25.0,100.0
5165,DNR00059,66,Male,NSW,2022-05-22 22:59:27.552825,DNT011718,2016-04-29,53.21,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,30/08/2022,Unsubscribed,Workshops Delivered,25.0,100.0
5175,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT001054,2023-06-30,25.18,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,16/04/2025,Bounced,Workshops Delivered,40.0,100.0
5180,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT002530,2016-06-28,156.98,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,16/04/2025,Bounced,Workshops Delivered,27.0,100.0
5185,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT005430,2018-02-02,67.54,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,16/04/2025,Bounced,Workshops Delivered,27.0,100.0
5190,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT010955,2016-08-12,72.13,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,16/04/2025,Bounced,Workshops Delivered,25.0,100.0
5195,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT011630,2024-02-12,51.88,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,16/04/2025,Bounced,Workshops Delivered,19.0,100.0
5200,DNR00060,19,Female,TAS,2018-02-03 22:59:27.552825,DNT014914,2021-05-15,60.63,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,16/04/2025,Bounced,Workshops Delivered,19.0,100.0
5205,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT007883,2020-10-16,216.19,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,85.0,100.0
5230,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT007992,2021-01-24,49.76,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,40.0,100.0
5255,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT010835,2024-10-15,75.26,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,31.0,100.0
5280,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT013564,2015-03-23,143.78,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,24.0,100.0
5305,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT016432,2015-01-07,257.1,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,19.0,100.0
5330,DNR00061,40,Male,NSW,2019-06-26 22:59:27.552825,DNT016613,2023-02-01,58.03,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,14/02/2023,Unsubscribed,Workshops Delivered,22.0,100.0
5355,DNR00062,18,Other,VIC,2019-10-02 22:59:27.552825,DNT007045,2018-05-08,122.82,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,3/11/2022,Engaged,Workshops Delivered,40.0,100.0
5385,DNR00062,18,Other,VIC,2019-10-02 22:59:27.552825,DNT009126,2017-05-07,18.98,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,3/11/2022,Engaged,Workshops Delivered,31.0,100.0
5415,DNR00062,18,Other,VIC,2019-10-02 22:59:27.552825,DNT016973,2017-10-17,35.17,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,3/11/2022,Engaged,Workshops Delivered,24.0,100.0
